1	1	0.09117617	0.09224454	21.9375
3	1	0.09154152	0.09189181	21.9375
5	1	0.09161623	0.09194939	21.9375
7	1	0.09161901	0.09189046	21.9375
9	1	0.09161467	0.09195602	21.9375
11	1	0.09160764	0.09203303	21.9375
13	1	0.09162214	0.09212734	21.9375
15	1	0.09161922	0.09220326	21.9375
17	1	0.09158365	0.09219012	21.9375
19	1	0.09158127	0.09218655	21.9375
21	1	0.09128445	0.0921415	21.9375
32	2	0.1614722	0.1619935	21.9375
34	2	0.1615245	0.1615608	21.9375
36	2	0.1615227	0.161619	22
38	2	0.16151	0.1615903	22
40	2	0.1615199	0.1616766	22
42	2	0.1615019	0.1616782	22
44	2	0.1614759	0.1617704	22
46	2	0.1614564	0.1615722	22
48	2	0.161479	0.1614748	22
50	2	0.1614821	0.1614305	22
52	2	0.1614664	0.1615326	22
54	2	0.1614791	0.1615158	22
56	2	0.1610649	0.161459	22
74	3	0.2315209	0.2316488	22.0625
76	3	0.2318989	0.2317783	22.0625
78	3	0.2318922	0.2318855	22.0625
80	3	0.2318755	0.231869	22.0625
82	3	0.2318882	0.2317472	22.0625
84	3	0.2318719	0.23182	22.0625
86	3	0.2318668	0.2317899	22.0625
88	3	0.2318813	0.231808	22.0625
90	3	0.2318709	0.2318783	22.0625
92	3	0.2318467	0.2319563	22.0625
94	3	0.2318632	0.2319491	22.0625
96	3	0.2318575	0.2320134	22.0625
98	3	0.2318377	0.2321093	22.0625
100	3	0.2311414	0.231645	22.0625
113	4	0.3017201	0.3018363	22.0625
115	4	0.302089	0.3020085	22.125
117	4	0.3020768	0.3020438	22.0625
119	4	0.3020632	0.3021533	22.125
121	4	0.3019806	0.3021667	22.125
123	4	0.3020908	0.3022529	22.125
125	4	0.302138	0.3022129	22.125
127	4	0.3020803	0.3019745	22.125
129	4	0.3021022	0.3019728	22.125
131	4	0.3019418	0.301815	22.125
133	4	0.3021003	0.3019939	22.125
135	4	0.3018257	0.3017803	22.125
148	5	0.3727525	0.3728571	22.125
150	5	0.3731465	0.3729756	22.125
152	5	0.373109	0.3729669	22.125
154	5	0.3730581	0.3730395	22.125
156	5	0.3730406	0.3729838	22.125
158	5	0.3730976	0.3729379	22.125
160	5	0.3730805	0.3729565	22.125
162	5	0.3730851	0.3730067	22.125
164	5	0.3730955	0.3731004	22.125
166	5	0.3730904	0.373137	22.1875
168	5	0.3730585	0.3730856	22.125
170	5	0.3730664	0.3730675	22.1875
172	5	0.3729948	0.3731596	22.1875
181	6	0.442554	0.4428779	22.1875
183	6	0.4429525	0.4429596	22.1875
185	6	0.4429205	0.4428677	22.1875
187	6	0.442892	0.4427572	22.1875
189	6	0.4429009	0.4427839	22.1875
191	6	0.4429051	0.4428267	22.1875
193	6	0.4428791	0.4428844	22.1875
195	6	0.4428967	0.4428437	22.1875
197	6	0.4428855	0.442902	22.1875
199	6	0.4428833	0.4429712	22.1875
201	6	0.4428869	0.4429834	22.1875
203	6	0.4428855	0.4430079	22.1875
205	6	0.4426112	0.442685	22.1875
213	7	0.5132447	0.5134725	22.1875
215	7	0.5134458	0.5135561	22.1875
217	7	0.513493	0.5134553	22.1875
219	7	0.5134566	0.5133499	22.1875
221	7	0.5134834	0.5132615	22.1875
223	7	0.513482	0.5132789	22.25
225	7	0.5134882	0.5134529	22.1875
227	7	0.5134623	0.5135392	22.1875
229	7	0.5134611	0.5135878	22.25
