"PEEK_tubing_ID","R_25_mean","R_25_sd","n","R_25_se","K_25_mean","K_25_sd","K_25_se"
"B1",0.170618404354854,0.00322394923169515,3,0.00186134795677288,0.000129036997979932,2.14224498725267e-06,1.23682572006046e-06
